Clave,Descripción
20697692,20697692 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 07/09/2023 - 08/09/2023]  Duración:16 Hrs.
20697691,20697691 - Cuerdas y nudos.  [ 14/09/2023 - 15/09/2023]  Duración:16 Hrs.
20697690,20697690 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 16/09/2023 - 17/09/2023]  Duración:16 Hrs.
20697689,20697689 - Cuerdas y nudos.  [ 05/09/2023 - 06/09/2023]  Duración:16 Hrs.
20697688,20697688 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 18/09/2023 - 19/09/2023]  Duración:16 Hrs.
20697687,20697687 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 09/09/2023 - 10/09/2023]  Duración:16 Hrs.
20697686,20697686 - Inducción Organizacional.  [ 13/09/2023 - 13/09/2023]  Duración:8 Hrs.
20697685,20697685 - Inducción a la Seguridad e Higiene.  [ 05/09/2023 - 05/09/2023]  Duración:8 Hrs.
20697684,20697684 - Inducción a la Seguridad e Higiene.  [ 13/09/2023 - 13/09/2023]  Duración:8 Hrs.
20697683,20697683 - Inducción Organizacional.  [ 04/09/2023 - 04/09/2023]  Duración:8 Hrs.
20673190,20673190 - Cuerdas y nudos.  [ 07/08/2023 - 08/08/2023]  Duración:16 Hrs.
20673189,20673189 - Cuerdas y nudos.  [ 18/08/2023 - 19/08/2023]  Duración:16 Hrs.
20673188,20673188 - Inducción Organizacional.  [ 15/08/2023 - 15/08/2023]  Duración:8 Hrs.
20673187,20673187 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 19/08/2023 - 20/08/2023]  Duración:16 Hrs.
20673186,20673186 - Inducción Organizacional.  [ 09/08/2023 - 09/08/2023]  Duración:8 Hrs.
20673185,20673185 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 20/08/2023 - 21/08/2023]  Duración:16 Hrs.
20673184,20673184 - Cuerdas y nudos.  [ 23/08/2023 - 24/08/2023]  Duración:16 Hrs.
20673183,20673183 - Inducción Organizacional.  [ 18/08/2023 - 18/08/2023]  Duración:8 Hrs.
20673182,20673182 - Inducción Organizacional.  [ 07/08/2023 - 07/08/2023]  Duración:8 Hrs.
20673181,20673181 - Inducción a la Seguridad e Higiene.  [ 20/08/2023 - 20/08/2023]  Duración:8 Hrs.
20673180,20673180 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 23/08/2023 - 24/08/2023]  Duración:16 Hrs.
20673179,20673179 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 19/08/2023 - 20/08/2023]  Duración:16 Hrs.
20673178,20673178 - Inducción Organizacional.  [ 16/08/2023 - 16/08/2023]  Duración:8 Hrs.
20673177,20673177 - Inducción a la Seguridad e Higiene.  [ 23/08/2023 - 23/08/2023]  Duración:8 Hrs.
20404848,20404848 - Prevención y Combate de Incendios.  [ 18/07/2023 - 18/07/2023]  Duración:4 Hrs.
20404847,"20404847 - Evacuación, Búsqueda y Rescate.  [ 18/07/2023 - 18/07/2023]  Duración:4 Hrs."
20404846,20404846 - Primeros Auxilios.  [ 18/07/2023 - 18/07/2023]  Duración:4 Hrs.
20159951,20159951 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 20/07/2023 - 21/07/2023]  Duración:16 Hrs.
20159950,20159950 - Inducción a la Seguridad e Higiene.  [ 12/07/2023 - 12/07/2023]  Duración:8 Hrs.
20159949,20159949 - Inducción Organizacional.  [ 12/07/2023 - 12/07/2023]  Duración:8 Hrs.
20159948,20159948 - Primeros auxilios.  [ 05/07/2023 - 05/07/2023]  Duración:8 Hrs.
20159947,20159947 - MANEJO DE CUERDAS Y NUDOS.  [ 11/07/2023 - 12/07/2023]  Duración:16 Hrs.
20159946,20159946 - Primeros auxilios.  [ 10/07/2023 - 10/07/2023]  Duración:8 Hrs.
20159945,20159945 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 22/07/2023 - 24/07/2023]  Duración:16 Hrs.
20159944,20159944 - MANEJO DE CUERDAS Y NUDOS.  [ 08/07/2023 - 10/07/2023]  Duración:16 Hrs.
20159943,20159943 - Inducción a la Seguridad e Higiene.  [ 05/07/2023 - 05/07/2023]  Duración:8 Hrs.
20159942,20159942 - Primeros auxilios.  [ 12/07/2023 - 12/07/2023]  Duración:8 Hrs.
20159941,20159941 - Inducción Organizacional.  [ 10/07/2023 - 10/07/2023]  Duración:8 Hrs.
20159940,20159940 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 08/07/2023 - 10/07/2023]  Duración:16 Hrs.
20159939,20159939 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 13/07/2023 - 14/07/2023]  Duración:16 Hrs.
20159938,20159938 - Inducción a la Seguridad e Higiene.  [ 19/07/2023 - 19/07/2023]  Duración:8 Hrs.
20159937,20159937 - Inducción a la Seguridad e Higiene.  [ 03/07/2023 - 03/07/2023]  Duración:8 Hrs.
20159936,20159936 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 15/07/2023 - 17/07/2023]  Duración:16 Hrs.
20159935,20159935 - MANEJO DE CUERDAS Y NUDOS.  [ 18/07/2023 - 19/07/2023]  Duración:16 Hrs.
20159934,20159934 - Primeros auxilios.  [ 03/07/2023 - 03/07/2023]  Duración:8 Hrs.
20159933,20159933 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 13/07/2023 - 14/07/2023]  Duración:16 Hrs.
20159932,20159932 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 11/07/2023 - 12/07/2023]  Duración:16 Hrs.
20159931,20159931 - Inducción Organizacional.  [ 19/07/2023 - 19/07/2023]  Duración:8 Hrs.
20159930,20159930 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 06/07/2023 - 07/07/2023]  Duración:16 Hrs.
20159929,20159929 - Inducción Organizacional.  [ 03/07/2023 - 03/07/2023]  Duración:8 Hrs.
20159928,20159928 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 06/07/2023 - 07/07/2023]  Duración:16 Hrs.
20159927,20159927 - MANEJO DE CUERDAS Y NUDOS.  [ 25/07/2023 - 26/07/2023]  Duración:16 Hrs.
20159926,20159926 - Primeros auxilios.  [ 19/07/2023 - 19/07/2023]  Duración:8 Hrs.
20159925,20159925 - Inducción Organizacional.  [ 05/07/2023 - 05/07/2023]  Duración:8 Hrs.
20159924,20159924 - MANEJO DE CUERDAS Y NUDOS.  [ 15/07/2023 - 17/07/2023]  Duración:16 Hrs.
20159923,20159923 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 04/07/2023 - 05/07/2023]  Duración:16 Hrs.
20159922,20159922 - Inducción a la Seguridad e Higiene.  [ 10/07/2023 - 10/07/2023]  Duración:8 Hrs.
20159921,20159921 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 01/07/2023 - 03/07/2023]  Duración:16 Hrs.
20008479,20008479 - MANEJO DE CUERDAS Y NUDOS.  [ 27/06/2023 - 28/06/2023]  Duración:16 Hrs.
20008478,20008478 - Inducción Organizacional.  [ 02/06/2023 - 02/06/2023]  Duración:8 Hrs.
20008477,20008477 - MANEJO DE CUERDAS Y NUDOS.  [ 13/06/2023 - 14/06/2023]  Duración:16 Hrs.
20008476,20008476 - MANEJO DE CUERDAS Y NUDOS.  [ 08/06/2023 - 09/06/2023]  Duración:16 Hrs.
20008475,20008475 - MANEJO DE CUERDAS Y NUDOS.  [ 17/06/2023 - 19/06/2023]  Duración:16 Hrs.
20008474,20008474 - Inducción Organizacional.  [ 05/06/2023 - 05/06/2023]  Duración:8 Hrs.
20008473,20008473 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 13/06/2023 - 14/06/2023]  Duración:16 Hrs.
20008472,20008472 - Inducción Organizacional.  [ 26/06/2023 - 26/06/2023]  Duración:8 Hrs.
20008471,20008471 - Inducción a la Seguridad e Higiene.  [ 05/06/2023 - 05/06/2023]  Duración:8 Hrs.
20008470,20008470 - MANEJO DE CUERDAS Y NUDOS.  [ 10/06/2023 - 12/06/2023]  Duración:16 Hrs.
20008469,20008469 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 06/06/2023 - 07/06/2023]  Duración:16 Hrs.
20008468,20008468 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 03/06/2023 - 05/06/2023]  Duración:16 Hrs.
20008467,20008467 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 22/06/2023 - 23/06/2023]  Duración:16 Hrs.
20008466,20008466 - Inducción a la Seguridad e Higiene.  [ 19/06/2023 - 19/06/2023]  Duración:8 Hrs.
20008465,20008465 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 15/06/2023 - 16/06/2023]  Duración:16 Hrs.
20008464,20008464 - Inducción a la Seguridad e Higiene.  [ 07/06/2023 - 07/06/2023]  Duración:8 Hrs.
20008463,20008463 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 29/06/2023 - 30/06/2023]  Duración:16 Hrs.
20008462,20008462 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 10/06/2023 - 12/06/2023]  Duración:16 Hrs.
20008461,20008461 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 08/06/2023 - 09/06/2023]  Duración:16 Hrs.
20008460,20008460 - Inducción Organizacional.  [ 19/06/2023 - 19/06/2023]  Duración:8 Hrs.
20008459,20008459 - MANEJO DE CUERDAS Y NUDOS.  [ 23/06/2023 - 24/06/2023]  Duración:16 Hrs.
20008458,20008458 - Inducción Organizacional.  [ 12/06/2023 - 12/06/2023]  Duración:8 Hrs.
20008457,20008457 - Inducción a la Seguridad e Higiene.  [ 12/06/2023 - 12/06/2023]  Duración:8 Hrs.
20008456,20008456 - Inducción Organizacional.  [ 07/06/2023 - 07/06/2023]  Duración:8 Hrs.
20008455,20008455 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 08/06/2023 - 09/06/2023]  Duración:16 Hrs.
20008454,20008454 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 20/06/2023 - 21/06/2023]  Duración:16 Hrs.
20008453,20008453 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 06/06/2023 - 07/06/2023]  Duración:16 Hrs.
20008452,20008452 - Inducción a la Seguridad e Higiene.  [ 26/06/2023 - 26/06/2023]  Duración:8 Hrs.
20008451,20008451 - Inducción a la Seguridad e Higiene.  [ 02/06/2023 - 02/06/2023]  Duración:8 Hrs.
19903377,19903377 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 11/05/2023 - 12/05/2023]  Duración:16 Hrs.
19903376,19903376 - Primeros auxilios.  [ 31/05/2023 - 31/05/2023]  Duración:8 Hrs.
19903375,19903375 - Primeros auxilios.  [ 29/05/2023 - 29/05/2023]  Duración:8 Hrs.
19903374,19903374 - Inducción a la Seguridad e Higiene.  [ 31/05/2023 - 31/05/2023]  Duración:8 Hrs.
19903373,19903373 - Inducción a la Seguridad e Higiene.  [ 12/05/2023 - 12/05/2023]  Duración:8 Hrs.
19903372,19903372 - Inducción a la Seguridad e Higiene.  [ 29/05/2023 - 29/05/2023]  Duración:8 Hrs.
19903371,19903371 - MANEJO DE CUERDAS Y NUDOS.  [ 03/06/2023 - 05/06/2023]  Duración:16 Hrs.
19903370,19903370 - MANEJO DE CUERDAS Y NUDOS.  [ 18/05/2023 - 19/05/2023]  Duración:16 Hrs.
19903369,19903369 - Inducción a la Seguridad e Higiene.  [ 08/05/2023 - 08/05/2023]  Duración:8 Hrs.
19903368,19903368 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 06/05/2023 - 08/05/2023]  Duración:16 Hrs.
19903367,19903367 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 23/05/2023 - 24/05/2023]  Duración:16 Hrs.
19903366,19903366 - MANEJO DE CUERDAS Y NUDOS.  [ 13/05/2023 - 15/05/2023]  Duración:16 Hrs.
19903365,19903365 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 01/06/2023 - 02/06/2023]  Duración:16 Hrs.
19903364,19903364 - Inducción a la Seguridad e Higiene.  [ 26/05/2023 - 26/05/2023]  Duración:8 Hrs.
19903363,19903363 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 30/05/2023 - 31/05/2023]  Duración:16 Hrs.
19903362,19903362 - MANEJO DE CUERDAS Y NUDOS.  [ 01/06/2023 - 02/06/2023]  Duración:16 Hrs.
19903361,19903361 - Inducción a la Seguridad e Higiene.  [ 03/05/2023 - 03/05/2023]  Duración:8 Hrs.
19903360,19903360 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 18/05/2023 - 19/05/2023]  Duración:16 Hrs.
19903359,19903359 - MANEJO DE CUERDAS Y NUDOS.  [ 09/05/2023 - 10/05/2023]  Duración:16 Hrs.
19903358,19903358 - Primeros auxilios.  [ 26/05/2023 - 26/05/2023]  Duración:8 Hrs.
19903357,19903357 - Inducción Organizacional.  [ 08/05/2023 - 08/05/2023]  Duración:8 Hrs.
19903356,19903356 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 25/05/2023 - 26/05/2023]  Duración:16 Hrs.
19903355,19903355 - MANEJO DE CUERDAS Y NUDOS.  [ 03/05/2023 - 04/05/2023]  Duración:16 Hrs.
19903354,19903354 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 03/06/2023 - 05/06/2023]  Duración:16 Hrs.
19903353,19903353 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 13/05/2023 - 15/05/2023]  Duración:16 Hrs.
19903352,19903352 - Inducción a la Seguridad e Higiene.  [ 22/05/2023 - 22/05/2023]  Duración:8 Hrs.
19903351,19903351 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 01/06/2023 - 02/06/2023]  Duración:16 Hrs.
19903350,19903350 - MANEJO DE CUERDAS Y NUDOS.  [ 27/05/2023 - 29/05/2023]  Duración:16 Hrs.
19903349,19903349 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 09/05/2023 - 10/05/2023]  Duración:16 Hrs.
19903348,19903348 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 20/05/2023 - 22/05/2023]  Duración:16 Hrs.
19903347,19903347 - Inducción Organizacional.  [ 03/05/2023 - 03/05/2023]  Duración:8 Hrs.
19903346,19903346 - Inducción a la Seguridad e Higiene.  [ 17/05/2023 - 17/05/2023]  Duración:8 Hrs.
19903345,19903345 - MANEJO DE CUERDAS Y NUDOS.  [ 23/05/2023 - 24/05/2023]  Duración:16 Hrs.
19903344,19903344 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 30/05/2023 - 31/05/2023]  Duración:16 Hrs.
19903343,19903343 - MANEJO DE CUERDAS Y NUDOS.  [ 06/06/2023 - 07/06/2023]  Duración:16 Hrs.
19903342,19903342 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 16/05/2023 - 17/05/2023]  Duración:16 Hrs.
19903341,19903341 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 27/05/2023 - 29/05/2023]  Duración:16 Hrs.
19903340,19903340 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 04/05/2023 - 05/05/2023]  Duración:16 Hrs.
19903339,19903339 - Primeros auxilios.  [ 22/05/2023 - 22/05/2023]  Duración:8 Hrs.
19702551,19702551 - MANEJO DE CUERDAS Y NUDOS.  [ 15/04/2023 - 17/04/2023]  Duración:16 Hrs.
19702550,19702550 - MANEJO DE CUERDAS Y NUDOS.  [ 25/04/2023 - 26/04/2023]  Duración:16 Hrs.
19702549,19702549 - Inducción a la Seguridad e Higiene.  [ 26/04/2023 - 26/04/2023]  Duración:8 Hrs.
19702548,19702548 - Inducción a la Seguridad e Higiene.  [ 17/04/2023 - 17/04/2023]  Duración:8 Hrs.
19702547,19702547 - Inducción Organizacional.  [ 26/04/2023 - 26/04/2023]  Duración:8 Hrs.
19702546,19702546 - MANEJO DE CUERDAS Y NUDOS.  [ 29/04/2023 - 02/05/2023]  Duración:16 Hrs.
19702545,19702545 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 22/04/2023 - 24/04/2023]  Duración:16 Hrs.
19702544,19702544 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 27/04/2023 - 28/04/2023]  Duración:16 Hrs.
19702543,19702543 - Inducción a la Seguridad e Higiene.  [ 19/04/2023 - 19/04/2023]  Duración:8 Hrs.
19702542,19702542 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 29/04/2023 - 02/05/2023]  Duración:16 Hrs.
19702541,19702541 - MANEJO DE CUERDAS Y NUDOS.  [ 22/04/2023 - 24/04/2023]  Duración:16 Hrs.
19702540,19702540 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 13/04/2023 - 14/04/2023]  Duración:16 Hrs.
19702539,19702539 - MANEJO DE CUERDAS Y NUDOS.  [ 08/04/2023 - 10/04/2023]  Duración:16 Hrs.
19702538,19702538 - Inducción a la Seguridad e Higiene.  [ 03/04/2023 - 03/04/2023]  Duración:8 Hrs.
19702537,19702537 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 25/04/2023 - 26/04/2023]  Duración:16 Hrs.
19702536,19702536 - MANEJO DE CUERDAS Y NUDOS.  [ 18/04/2023 - 19/04/2023]  Duración:16 Hrs.
19702535,19702535 - Inducción Organizacional.  [ 24/04/2023 - 24/04/2023]  Duración:8 Hrs.
19702534,19702534 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 06/04/2023 - 07/04/2023]  Duración:16 Hrs.
19702533,19702533 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 15/04/2023 - 17/04/2023]  Duración:16 Hrs.
19702532,19702532 - Inducción Organizacional.  [ 17/04/2023 - 17/04/2023]  Duración:8 Hrs.
19702531,19702531 - Inducción Organizacional.  [ 03/04/2023 - 03/04/2023]  Duración:8 Hrs.
19702530,19702530 - Primeros auxilios.  [ 19/04/2023 - 19/04/2023]  Duración:8 Hrs.
19702529,19702529 - Primeros auxilios.  [ 12/04/2023 - 12/04/2023]  Duración:8 Hrs.
19702528,19702528 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 20/04/2023 - 21/04/2023]  Duración:16 Hrs.
19702527,19702527 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 27/04/2023 - 28/04/2023]  Duración:16 Hrs.
19702526,19702526 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 11/04/2023 - 12/04/2023]  Duración:16 Hrs.
19702525,19702525 - Inducción a la Seguridad e Higiene.  [ 24/04/2023 - 24/04/2023]  Duración:8 Hrs.
19702524,19702524 - Inducción Organizacional.  [ 19/04/2023 - 19/04/2023]  Duración:8 Hrs.
19702523,19702523 - Primeros auxilios.  [ 10/04/2023 - 10/04/2023]  Duración:8 Hrs.
19702522,19702522 - Primeros auxilios.  [ 03/04/2023 - 03/04/2023]  Duración:8 Hrs.
19702521,19702521 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 13/04/2023 - 14/04/2023]  Duración:16 Hrs.
19702520,19702520 - Inducción Organizacional.  [ 10/04/2023 - 10/04/2023]  Duración:8 Hrs.
19702519,19702519 - Inducción Organizacional.  [ 12/04/2023 - 12/04/2023]  Duración:8 Hrs.
19702518,19702518 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 20/04/2023 - 21/04/2023]  Duración:16 Hrs.
19702517,19702517 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 18/04/2023 - 19/04/2023]  Duración:16 Hrs.
19702516,19702516 - Inducción a la Seguridad e Higiene.  [ 10/04/2023 - 10/04/2023]  Duración:8 Hrs.
19702515,19702515 - Inducción a la Seguridad e Higiene.  [ 12/04/2023 - 12/04/2023]  Duración:8 Hrs.
19702514,19702514 - Primeros auxilios.  [ 17/04/2023 - 17/04/2023]  Duración:8 Hrs.
19702513,19702513 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 10/04/2023 - 11/04/2023]  Duración:16 Hrs.
19651082,19651082 - Inducción Organizacional.  [ 11/01/2023 - 11/01/2023]  Duración:8 Hrs.
19651081,19651081 - Inducción Organizacional.  [ 16/01/2023 - 16/01/2023]  Duración:8 Hrs.
19651080,19651080 - Riesgo eléctrico.  [ 04/01/2023 - 05/01/2023]  Duración:18 Hrs.
19651079,19651079 - Riesgo eléctrico.  [ 02/01/2023 - 03/01/2023]  Duración:16 Hrs.
19651078,19651078 - Riesgo eléctrico.  [ 02/01/2023 - 03/01/2023]  Duración:8 Hrs.
19651077,19651077 - Inducción a la Seguridad e Higiene.  [ 01/01/2023 - 01/01/2023]  Duración:8 Hrs.
19651076,19651076 - MANEJO DE CUERDAS Y NUDOS.  [ 01/02/2023 - 02/02/2023]  Duración:16 Hrs.
19651075,19651075 - Inducción Organizacional.  [ 09/01/2023 - 09/01/2023]  Duración:8 Hrs.
19651074,19651074 - Inducción Organizacional.  [ 13/01/2023 - 13/01/2023]  Duración:8 Hrs.
19651073,19651073 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 01/02/2023 - 02/02/2023]  Duración:16 Hrs.
19651072,19651072 - Inducción a la Seguridad e Higiene.  [ 11/01/2023 - 11/01/2023]  Duración:8 Hrs.
19651071,19651071 - Inducción a la Seguridad e Higiene.  [ 13/01/2023 - 13/01/2023]  Duración:8 Hrs.
19651070,19651070 - MANEJO DE CUERDAS Y NUDOS.  [ 20/02/2023 - 21/02/2023]  Duración:16 Hrs.
19651069,19651069 - Riesgo eléctrico.  [ 27/01/2023 - 28/01/2023]  Duración:16 Hrs.
19651068,19651068 - Inducción a la Seguridad e Higiene.  [ 24/02/2023 - 25/02/2023]  Duración:8 Hrs.
19651067,19651067 - Inducción Organizacional.  [ 06/01/2023 - 06/01/2023]  Duración:8 Hrs.
19651066,19651066 - Inducción a la Seguridad e Higiene.  [ 20/02/2023 - 21/02/2023]  Duración:8 Hrs.
19651065,19651065 - Cuerdas y nudos.  [ 02/01/2023 - 03/01/2023]  Duración:16 Hrs.
19651064,19651064 - Inducción a la Seguridad e Higiene.  [ 01/02/2023 - 01/02/2023]  Duración:8 Hrs.
19651063,19651063 - Inducción a la Seguridad e Higiene.  [ 03/02/2023 - 03/02/2023]  Duración:8 Hrs.
19651062,19651062 - Primeros auxilios.  [ 22/02/2023 - 22/02/2023]  Duración:8 Hrs.
19651061,19651061 - Inducción a la Seguridad e Higiene.  [ 06/01/2023 - 06/01/2023]  Duración:8 Hrs.
19651060,19651060 - Inducción a la Seguridad e Higiene.  [ 25/01/2023 - 25/01/2023]  Duración:8 Hrs.
19651059,19651059 - Cuerdas y nudos.  [ 18/01/2023 - 19/01/2023]  Duración:16 Hrs.
19651058,19651058 - Inducción Organizacional.  [ 18/01/2023 - 18/01/2023]  Duración:8 Hrs.
19651057,19651057 - Inducción a la Seguridad e Higiene.  [ 22/02/2023 - 23/02/2023]  Duración:8 Hrs.
19651056,19651056 - Inducción a la Seguridad e Higiene.  [ 15/02/2023 - 15/02/2023]  Duración:8 Hrs.
19651055,19651055 - Trabajo en alturas.  [ 11/01/2023 - 12/01/2023]  Duración:16 Hrs.
19651054,19651054 - Inducción a la Seguridad e Higiene.  [ 18/01/2023 - 18/01/2023]  Duración:8 Hrs.
19651053,19651053 - Inducción Organizacional.  [ 25/01/2023 - 25/01/2023]  Duración:8 Hrs.
19651052,19651052 - Primeros auxilios.  [ 08/02/2023 - 08/02/2023]  Duración:8 Hrs.
19651051,19651051 - MANEJO DE CUERDAS Y NUDOS.  [ 22/02/2023 - 23/02/2023]  Duración:16 Hrs.
19651050,19651050 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 01/02/2023 - 02/02/2023]  Duración:16 Hrs.
19651049,19651049 - Inducción a la Seguridad e Higiene.  [ 09/01/2023 - 09/01/2023]  Duración:8 Hrs.
19651048,19651048 - Riesgo eléctrico.  [ 25/01/2023 - 26/01/2023]  Duración:16 Hrs.
19651047,19651047 - MANEJO DE CUERDAS Y NUDOS.  [ 03/02/2023 - 04/02/2023]  Duración:16 Hrs.
19651046,19651046 - Primeros auxilios.  [ 13/02/2023 - 13/02/2023]  Duración:8 Hrs.
19651045,19651045 - MANEJO DE CUERDAS Y NUDOS.  [ 15/02/2023 - 16/02/2023]  Duración:16 Hrs.
19651044,19651044 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 15/02/2023 - 16/02/2023]  Duración:16 Hrs.
19651043,19651043 - Inducción a la Seguridad e Higiene.  [ 04/01/2023 - 04/01/2023]  Duración:8 Hrs.
19651042,19651042 - Inducción Organizacional.  [ 04/01/2023 - 04/01/2023]  Duración:8 Hrs.
19651041,19651041 - Inducción Organizacional.  [ 27/01/2023 - 27/01/2023]  Duración:8 Hrs.
19651040,19651040 - Cuerdas y nudos.  [ 13/01/2023 - 14/01/2023]  Duración:16 Hrs.
19651039,19651039 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 24/02/2023 - 25/02/2023]  Duración:16 Hrs.
19651038,19651038 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 22/02/2023 - 23/02/2023]  Duración:16 Hrs.
19651037,19651037 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 20/02/2023 - 21/02/2023]  Duración:16 Hrs.
19651036,19651036 - Primeros auxilios.  [ 31/01/2023 - 31/01/2023]  Duración:8 Hrs.
19651035,19651035 - Trabajo en alturas.  [ 25/01/2023 - 26/01/2023]  Duración:16 Hrs.
19651034,19651034 - Riesgo eléctrico.  [ 13/01/2023 - 14/01/2023]  Duración:16 Hrs.
19651033,19651033 - Trabajo en alturas.  [ 23/01/2023 - 24/01/2023]  Duración:16 Hrs.
19651032,19651032 - Inducción a la Seguridad e Higiene.  [ 27/01/2023 - 27/01/2023]  Duración:8 Hrs.
19651031,19651031 - Cuerdas y nudos.  [ 06/01/2023 - 07/01/2023]  Duración:16 Hrs.
19651030,19651030 - Inducción a la Seguridad e Higiene.  [ 23/01/2023 - 23/01/2023]  Duración:8 Hrs.
19651029,19651029 - Cuerdas y nudos.  [ 04/01/2023 - 05/01/2023]  Duración:16 Hrs.
19651028,19651028 - Inducción Organizacional.  [ 02/01/2023 - 02/01/2023]  Duración:8 Hrs.
19651027,19651027 - Riesgo eléctrico.  [ 18/01/2023 - 19/01/2023]  Duración:16 Hrs.
19651026,19651026 - Riesgo eléctrico.  [ 01/02/2023 - 02/02/2023]  Duración:16 Hrs.
19651025,19651025 - Trabajo en alturas.  [ 27/01/2023 - 28/01/2023]  Duración:16 Hrs.
19651024,19651024 - Primeros auxilios.  [ 20/02/2023 - 20/02/2023]  Duración:8 Hrs.
